,embed_1,embed_2,url
289,3.7614088,17.69528,https://www.wildberries.ru/catalog/161734510/detail.aspx
290,12.2132225,8.07836,https://www.wildberries.ru/catalog/12052242/detail.aspx
291,10.945721,0.35531682,https://www.wildberries.ru/catalog/155170283/detail.aspx
292,1.3353304,-0.43622857,https://www.wildberries.ru/catalog/80028689/detail.aspx
293,14.05568,7.173516,https://www.wildberries.ru/catalog/164224717/detail.aspx
294,14.252947,-3.6677635,https://www.wildberries.ru/catalog/55852920/detail.aspx
295,5.955732,-11.703397,https://www.wildberries.ru/catalog/102584636/detail.aspx
296,4.8323874,-9.3433275,https://www.wildberries.ru/catalog/136404733/detail.aspx
297,12.553873,13.170128,https://www.wildberries.ru/catalog/13711640/detail.aspx
298,12.706589,13.099393,https://www.wildberries.ru/catalog/13085981/detail.aspx
299,11.568261,-4.6158395,https://www.wildberries.ru/catalog/161070370/detail.aspx
300,10.58962,0.13614608,https://www.wildberries.ru/catalog/152294493/detail.aspx
301,13.152505,9.99183,https://www.wildberries.ru/catalog/155831980/detail.aspx
302,-8.162797,-0.23761295,https://www.wildberries.ru/catalog/143534986/detail.aspx
303,1.2864091,18.288012,https://www.wildberries.ru/catalog/6503112/detail.aspx
304,1.2615143,-0.47686183,https://www.wildberries.ru/catalog/76015229/detail.aspx
305,14.729259,-3.2144866,https://www.wildberries.ru/catalog/103643249/detail.aspx
306,13.322003,-8.78742,https://www.wildberries.ru/catalog/171784972/detail.aspx
307,13.554818,-4.1802707,https://www.wildberries.ru/catalog/170220237/detail.aspx
308,5.058496,-10.210709,https://www.wildberries.ru/catalog/165314420/detail.aspx
309,16.272959,9.443574,https://www.wildberries.ru/catalog/16008273/detail.aspx
310,0.08413697,6.4264464,https://www.wildberries.ru/catalog/90216159/detail.aspx
311,12.087434,-4.4514575,https://www.wildberries.ru/catalog/33054586/detail.aspx
312,-1.2677492,5.096435,https://www.wildberries.ru/catalog/39114603/detail.aspx
313,1.3941592,18.254778,https://www.wildberries.ru/catalog/142443425/detail.aspx
314,17.209612,7.2883515,https://www.wildberries.ru/catalog/153330786/detail.aspx
315,11.990867,-5.064431,https://www.wildberries.ru/catalog/165943298/detail.aspx
316,15.360013,7.900882,https://www.wildberries.ru/catalog/72018460/detail.aspx
317,12.690308,-8.913087,https://www.wildberries.ru/catalog/13965157/detail.aspx
318,6.1732736,-9.740888,https://www.wildberries.ru/catalog/171668085/detail.aspx
319,-1.1302307,5.38159,https://www.wildberries.ru/catalog/34165237/detail.aspx
320,13.4815645,-8.75609,https://www.wildberries.ru/catalog/171439967/detail.aspx
321,15.204862,-6.5671706,https://www.wildberries.ru/catalog/169861349/detail.aspx
322,12.711544,10.566078,https://www.wildberries.ru/catalog/118010283/detail.aspx
323,11.001551,0.98104954,https://www.wildberries.ru/catalog/70684491/detail.aspx
324,15.410534,7.772429,https://www.wildberries.ru/catalog/161978737/detail.aspx
325,12.244855,-5.18956,https://www.wildberries.ru/catalog/161676458/detail.aspx
326,3.0444148,16.996033,https://www.wildberries.ru/catalog/161470979/detail.aspx
327,4.03801,-0.30856624,https://www.wildberries.ru/catalog/134453713/detail.aspx
328,14.298302,10.311609,https://www.wildberries.ru/catalog/146662362/detail.aspx
329,2.869156,-8.847423,https://www.wildberries.ru/catalog/167958990/detail.aspx
330,11.050424,12.9065075,https://www.wildberries.ru/catalog/12801485/detail.aspx
331,10.477332,0.62360215,https://www.wildberries.ru/catalog/145599499/detail.aspx
332,0.26241207,6.6111374,https://www.wildberries.ru/catalog/12080416/detail.aspx
333,12.007343,-9.373665,https://www.wildberries.ru/catalog/159073536/detail.aspx
334,1.9140315,0.3461416,https://www.wildberries.ru/catalog/136161773/detail.aspx
335,0.94263256,6.500652,https://www.wildberries.ru/catalog/137971005/detail.aspx
336,11.992649,-9.437805,https://www.wildberries.ru/catalog/34934003/detail.aspx
337,11.380293,0.61990047,https://www.wildberries.ru/catalog/9964256/detail.aspx
338,13.330023,-8.826396,https://www.wildberries.ru/catalog/171461094/detail.aspx
339,9.721178,0.70671195,https://www.wildberries.ru/catalog/154887762/detail.aspx
340,3.8197393,-8.827961,https://www.wildberries.ru/catalog/165143334/detail.aspx
341,12.155539,-5.16091,https://www.wildberries.ru/catalog/150714100/detail.aspx
342,11.900972,-8.817013,https://www.wildberries.ru/catalog/70444721/detail.aspx
343,1.3678203,-0.74092627,https://www.wildberries.ru/catalog/88980663/detail.aspx
344,6.408686,-10.063967,https://www.wildberries.ru/catalog/169154846/detail.aspx
345,1.5243937,-0.23784076,https://www.wildberries.ru/catalog/164031634/detail.aspx
